RMS_mean,RMS_max,Variance_mean,Kurtosis_mean,PeakFreq_mean,PeakMag_mean,PeakMag_max,File,DegradationScore,HealthScore,Anomaly,AnomalyScore
0.0752471248604828,0.0930485306317857,0.0058549427480179,0.5701394329793159,816.0,277.629495762298,388.7323840765048,2004.03.04.13.32.46,0.10722883261503482,89.28,1,0.6034587891520592
0.0749164762568302,0.0940430856210332,0.0058091504443353,0.5453448100961497,1010.0,335.6782126016338,510.9357374173821,2004.03.04.13.42.46,0.11674239318144305,88.33,1,0.5514551886369675
0.0754517024933141,0.0948098510774493,0.0058941007762116,0.6749320073019227,1010.0,335.7468052046394,501.4539445698932,2004.03.04.13.52.46,0.12361721231087726,87.64,1,0.5798832659214291
0.0749606032038279,0.0945986513327984,0.0058179692486393,0.672224137610985,1010.0,295.5535847709871,451.04311307182167,2004.03.04.14.02.46,0.11889870815611245,88.11,1,0.5925957518589323
0.0760160511994267,0.0936081121597341,0.0059597410094004,0.5652691205414042,816.0,313.22447669689734,445.3035391316977,2004.03.04.14.12.46,0.11220932742429382,88.78,1,0.5941195125554654
0.0748916933013822,0.0938132726587934,0.0058112357281816,0.6112527347477195,1010.0,371.826744011384,565.4331333353623,2004.03.04.14.22.46,0.12514740401834396,87.49,1,0.5699207810323239
0.0748192553781085,0.0934031550068539,0.0057888136324012,0.5450497256488914,1010.0,308.52436042135696,470.9544653842569,2004.03.04.14.32.46,0.11300238172722912,88.7,1,0.5568837122517175
0.0750691363656658,0.0934394886389548,0.005824553305794,0.5271214187294632,1010.0,320.8785272314812,478.8948652896504,2004.03.04.14.42.46,0.11273999523376303,88.73,1,0.5536482244967893
0.0761921644173898,0.0953548576473853,0.0060062083074408,0.760811502548867,1010.0,339.46054190666905,515.1419842634285,2004.03.04.14.52.46,0.1300009691837672,87.0,1,0.5961474263006241
0.075638991729069,0.0935944746424368,0.0059064841815507,0.7132593488893902,1010.0,367.231606055354,555.6960040955151,2004.03.04.15.02.46,0.13012675771677784,86.99,1,0.5859017831812154
0.0760546181495739,0.0943654698209639,0.0059727777304881,0.8434470257918858,816.75,253.5853384661844,366.0959227300359,2004.03.04.15.12.46,0.12131629496973281,87.87,1,0.6563108888084198
0.0742300041452648,0.0912067427434781,0.0056944295317882,0.5146536347476687,1009.5,237.55598442233023,361.0427750399523,2004.03.04.15.22.46,0.1008501128603258,89.91,1,0.5864745615735119
0.075461786516153,0.0946414716405914,0.0058933491532838,0.8307300829958546,1010.0,277.1318346132591,421.4719127792517,2004.03.04.15.32.46,0.1254066356654902,87.46,1,0.6182554436771991
0.0756755276407101,0.0939751026702019,0.0059208936007177,0.5387275891562336,1010.0,266.99219721225137,417.7186487120972,2004.03.04.15.42.46,0.10837296024728477,89.16,1,0.5887267989369889
0.0755707234747248,0.0942153769607667,0.0059049165327107,0.6020164508140584,1010.0,355.25980397288623,549.0104354646628,2004.03.04.15.52.46,0.12345302386517173,87.65,1,0.5660814736224214
0.0750023818897353,0.0926494082107213,0.0058030729942899,0.6954020467862989,1009.0,232.8808997739632,351.9497580184865,2004.03.04.16.02.46,0.11090954591989625,88.91,1,0.6334974835459772
0.0766657415074442,0.0964641851345455,0.0060922198333555,0.6357451714292129,1010.0,367.6041662078235,569.9912715851494,2004.03.04.16.12.46,0.1281868993424609,87.18,1,0.5994071230821951
0.0744024521039899,0.092955492752244,0.005727166782037,0.8151970766646025,1010.0,258.4203094165068,395.1550959822023,2004.03.04.16.22.46,0.12145224678691832,87.85,1,0.6086380150071635
0.0746926225564746,0.0928879851391078,0.0057645915574109,0.4630681897674389,1010.0,371.0234774218073,555.0232676907193,2004.03.04.16.32.46,0.1154859675339848,88.45,1,0.5328234342365273
0.07322466033305,0.091061249830557,0.0055494474021691,0.6967163992725446,1010.0,357.25772525347725,542.1086983324693,2004.03.04.16.42.46,0.12668684940943398,87.33,1,0.555608077093435
0.0736141299562925,0.0921939399233688,0.0056050422517782,0.3956091089397034,1010.0,361.3513794811409,551.7097360128827,2004.03.04.16.52.46,0.11093531980379388,88.91,1,0.4973307163964977
0.0741819894296013,0.0927169231156386,0.0056897576163899,0.4852656463102802,1010.0,235.74778345385505,366.5212757145517,2004.03.04.17.02.46,0.10015848884533307,89.98,1,0.5829848612850529
0.0736511151248263,0.0918120854419674,0.0056134620156371,0.6466164056885843,1010.0,323.54376495612104,488.86372523259945,2004.03.04.17.12.46,0.11954704834401128,88.05,1,0.5511271671362009
0.0758733951522264,0.0941120135463586,0.0059498476811718,0.6013389500063225,816.75,307.7253943917865,452.8865467219972,2004.03.04.17.22.46,0.11506470435078531,88.49,1,0.5985081742570002
0.0745191737274039,0.0929594323061812,0.0057486526397734,0.5439712123094281,1010.0,348.8756231206586,534.0772550119938,2004.03.04.17.32.46,0.1182408366759821,88.18,1,0.54258695744894
0.0736037610579885,0.0925960945113237,0.0056091581630265,0.5297004552454271,1009.0,239.36090418128492,365.1019045085946,2004.03.04.17.42.46,0.1024005985394271,89.76,1,0.5840382656085338
0.0749009587994354,0.092496467943545,0.0057910336012232,0.5593046557938184,1010.0,371.9262743025393,562.8423095305932,2004.03.04.17.52.46,0.12151880296425312,87.85,1,0.5553990564121666
0.0733015913023152,0.091880023512748,0.0055549707503736,0.4197265242898936,1010.0,365.79740634561904,557.9870914834565,2004.03.04.18.02.46,0.11267561689733793,88.73,1,0.5043797646504947
0.0748333122484749,0.0926994579377523,0.0057883359165602,0.4641037640435161,1010.0,294.19479727513976,454.52804967103054,2004.03.04.18.12.46,0.10675692673639546,89.32,1,0.5463823153366815
0.0741460811709398,0.0927449701719047,0.0056871349600994,0.7442094143337613,1010.0,311.03591873626806,475.2498572883573,2004.03.04.18.22.46,0.1242912376723469,87.57,1,0.5802136213113546
0.0759801939995713,0.0933512703072044,0.0059551925340193,0.7455169322869576,1010.0,346.3810921762314,525.8050933028934,2004.03.04.18.32.46,0.12933239581986866,87.07,1,0.5842192696408857
0.074349347232556,0.0937977102557346,0.005726037901315,0.5340759550737222,816.75,272.11381927515947,413.6942481009167,2004.03.04.18.42.46,0.10743791322279275,89.26,1,0.5904744329673326
0.0733755169866107,0.0909253135627498,0.005544745106545,0.4836812633384136,1009.0,270.0388621451347,413.0508200560208,2004.03.04.18.52.46,0.10333474954658645,89.67,1,0.5426306274022973
0.0727332278761314,0.0905855466383331,0.005466445199359,0.4415089807917355,1010.0,296.7614883768457,450.7986273660724,2004.03.04.19.02.46,0.10401980229215375,89.6,1,0.5091593758231823
0.0740033169640721,0.0919861275206756,0.0056649764402419,0.6405399895956473,1010.0,240.17693565072125,355.2964326914605,2004.03.04.19.12.46,0.10769115161157322,89.23,1,0.6016553426442066
0.0746678177041434,0.0930232673662045,0.0057746635353714,0.5878187333609793,1010.0,358.3365500571172,544.1716869366153,2004.03.04.19.22.46,0.12165775362073375,87.83,1,0.551142956778225
0.0738144603070339,0.0920656588901366,0.0056308897444146,0.5827877045338025,1010.0,340.96611138332224,515.3536778777191,2004.03.04.19.32.46,0.11835108771085878,88.16,1,0.5341016930757067
0.07385243109699,0.0919425360300694,0.0056320281852251,0.5721313532607784,816.0,294.6599903871502,436.5392650898922,2004.03.04.19.42.46,0.11084094868159292,88.92,1,0.5759976726009043
0.0747954159036229,0.0929008123618948,0.0057711407913941,0.681739341721367,1010.0,296.74416042901737,450.84134216260856,2004.03.04.19.52.46,0.11879413807730343,88.12,1,0.5832402514831563
0.0744307253953198,0.0930074186914174,0.0057309618348854,0.6327780164124474,816.75,285.0603347435567,387.0454503665314,2004.03.04.20.02.46,0.11044567556076706,88.96,1,0.6055182771662397
0.0751431641968056,0.0921553394643895,0.0058290104550206,0.4506323086693177,816.75,306.839670682287,425.7441286144935,2004.03.04.20.12.46,0.10336095977036537,89.66,1,0.5612749989541548
0.0737344556594893,0.0921463830446053,0.0056137380288255,0.7687801930006357,1010.0,332.0937456045639,509.4899014538408,2004.03.04.20.22.46,0.12836816496259307,87.16,1,0.5673256897694521
0.0745589632205794,0.0928358690592401,0.0057546565461838,0.6469972752367142,1009.0,337.28688651224,518.5172773470688,2004.03.04.20.32.46,0.12268183869239077,87.73,1,0.5631435629802269
0.0738629913969495,0.0914502399489402,0.0056332226552575,0.4620407530829589,816.75,334.87751357504783,480.433045958472,2004.03.04.20.42.46,0.10827492355964949,89.17,1,0.53897286215877
0.0738440031518091,0.0927816823310068,0.0056444994728904,0.470549083829524,1010.0,351.3511182853612,536.6091660212752,2004.03.04.20.52.46,0.11410774237849397,88.59,1,0.5170752588680908
0.0733633009825854,0.0898623717114642,0.0055474269098299,0.5298742370261504,1009.0,271.13600088381264,412.5665071899267,2004.03.04.21.02.46,0.10555793170575561,89.44,1,0.546895099345846
0.0747560332401828,0.0916846617339324,0.0057591932386267,0.4858410622322233,817.0,292.06135729278344,445.03598720265,2004.03.04.21.12.46,0.10678443652907037,89.32,1,0.55956766417066
0.0741863165148673,0.0917562181241856,0.0056935754070258,0.5263984329193528,1010.0,358.2562308453963,549.826628522549,2004.03.04.21.22.46,0.11814619398365728,88.19,1,0.5323224188737261
0.0734194826820873,0.0903642255636529,0.0055621579563945,0.4263558816421221,816.75,262.67144697535457,400.53465024045465,2004.03.04.21.32.46,0.09883793283903461,90.12,1,0.5559365220162253
0.0725515518784134,0.0892385836098237,0.0054347794512599,0.4578948495612979,1010.0,350.1112634667679,532.7798910574558,2004.03.04.21.42.46,0.11160208601196323,88.84,1,0.4910634430722001
0.0731298901762741,0.0909286639285331,0.0055271661198794,0.4871155259478573,816.0,328.9993922078981,481.5853017816262,2004.03.04.21.52.46,0.10947862182692877,89.05,1,0.5376754941651481
0.072834346056504,0.0898089511411759,0.0054790597664576,0.4695911632714654,1009.0,309.3242322340087,471.6757530307353,2004.03.04.22.02.46,0.10718783978370111,89.28,1,0.5036670715402362
0.074349399692229,0.0916437496803178,0.0057056055942434,0.6044739817607931,1009.0,339.061182730007,524.5170472956935,2004.03.04.22.12.46,0.12033757580718807,87.97,1,0.5457360871756894
0.074184981810812,0.0910429076598295,0.0056770554819124,0.589358958579142,817.0,252.15231062739463,378.8265232389648,2004.03.04.22.22.46,0.10654934107294864,89.35,1,0.5968468794473369
0.0737638162574632,0.0910460740375786,0.0056256633756107,0.4667659759359089,1010.0,248.1905206193057,375.74547259523945,2004.03.04.22.32.46,0.09927576353923848,90.07,1,0.5624069498198392
0.0731169543099052,0.0904102914539116,0.0055244710867559,0.4848739761137763,1010.0,233.45110730387637,353.936841997414,2004.03.04.22.42.46,0.0980531540368465,90.19,1,0.5772865247586423
0.0742903783965679,0.0919004952401815,0.0057020014552384,0.5186654800085038,1010.0,344.2171403948546,531.9985771460439,2004.03.04.22.52.46,0.11621421758597936,88.38,1,0.5309426570122301
0.0725333168435252,0.0894810065718383,0.0054322509750735,0.5449519198153796,1010.0,356.61815835750645,540.4138903949056,2004.03.04.23.02.46,0.11727033771265362,88.27,1,0.5174970203987722
0.0740679299939546,0.0920037504012234,0.005671589187901,0.472652575389455,816.5,242.7916720099697,366.0086924375729,2004.03.04.23.12.46,0.09913943195754954,90.09,1,0.5865979254640571
0.0733738301633701,0.0915101004607039,0.0055609194155752,0.3781877734235592,1010.0,333.287667964242,514.9630147040466,2004.03.04.23.22.46,0.10646150328568875,89.35,1,0.484424063634853
0.0728161418990579,0.0897272660643944,0.0054728735967004,0.4358786362612596,1010.0,379.6336683894433,573.4748697433994,2004.03.04.23.32.46,0.11411561902143966,88.59,1,0.5001729627562104
0.074582755134059,0.0911443424580449,0.0057363923349732,0.5854301517670482,816.0,250.67717414649263,344.1129532282532,2004.03.04.23.42.46,0.1034155821554516,89.66,1,0.6129206195204782
0.0731302281566346,0.0899118334423714,0.0055164011263859,0.4124697508102926,816.75,345.9379742253841,500.336556847793,2004.03.04.23.52.46,0.10653748486049329,89.35,1,0.5123560950264237
0.0734414543576102,0.0905065513642175,0.0055622914325869,0.4992887706936754,1009.0,322.6744732395189,489.2210543291018,2004.03.05.00.02.46,0.11074031722082467,88.93,1,0.514046298570781
0.0745633109913158,0.0919590171752816,0.0057388698927533,0.5183935395301889,1009.0,293.327883986987,453.6989846746717,2004.03.05.00.12.46,0.10944482035798411,89.06,1,0.5500170600913176
0.0722438812804437,0.0888683022594916,0.0053813864743721,0.485194896912772,1009.0,338.09027705274303,518.5144885110566,2004.03.05.00.22.46,0.11170923180662748,88.83,1,0.483935027440012
0.073090305994067,0.0906326763990229,0.0055250798341465,0.4275202887200119,1010.0,270.018960485845,409.6351282017585,2004.03.05.00.32.46,0.09973582347474404,90.03,1,0.5305059147575276
0.0739876429450646,0.09066206138733,0.0056417396649372,0.5369114442043963,1009.0,272.7758379867902,423.0302081652566,2004.03.05.00.42.46,0.10725981103369997,89.27,1,0.558466484794441
0.0735764376201065,0.0914458554688066,0.0055906095934742,0.4503712424832577,1010.0,361.8904421846879,554.8146344252724,2004.03.05.00.52.46,0.11403739220427808,88.6,1,0.5067602750153789
0.0715851062836184,0.0880039774602723,0.0052856797596031,0.4487072843896811,816.5,241.5014088333973,353.71098249807704,2004.03.05.01.02.46,0.09486841612498903,90.51,1,0.553179889629123
0.0736806090409353,0.0903121856071517,0.0055969424713021,0.6909687512901478,1010.0,312.664064108765,473.5617888332028,2004.03.05.01.12.46,0.12020428517223472,87.98,1,0.5651659618103659
0.0731513098746056,0.0895871389695529,0.0055252014207851,0.5412179974334013,816.0,254.95728883259827,384.1627361500781,2004.03.05.01.22.46,0.10360362073111906,89.64,1,0.5710539556709899
0.0732976549378331,0.0907869764760136,0.0055485258741396,0.5658236678549536,1009.0,328.98714218771727,497.1524854870864,2004.03.05.01.32.46,0.11527069258187861,88.47,1,0.525755721054253
0.072915713473922,0.0898008865142766,0.0054828507101672,0.5646016966466,1009.0,332.37826140728833,504.49059637617546,2004.03.05.01.42.46,0.11542594688572033,88.46,1,0.5160816614909504
0.0722831192760994,0.0889457798763522,0.00540405358747,0.5310110960205725,1009.0,330.85324599222247,508.1755957867254,2004.03.05.01.52.46,0.11345699917406007,88.65,1,0.5058904397214266
0.0736515296248135,0.0903975829214856,0.0055908114339292,0.4677195680237643,816.25,229.68962581885097,344.9119908995371,2004.03.05.02.02.46,0.09638116720189163,90.36,1,0.6012168829702712
0.0715011448240525,0.0874984048403705,0.0052596027166014,0.3601583773507949,1009.0,304.1939402455653,467.7939076855856,2004.03.05.02.12.46,0.09959650299945214,90.04,1,0.454186637765641
0.0736138259857667,0.0906313750451692,0.0055925780817711,0.5287710376377532,816.25,229.12794229649,351.9296757957809,2004.03.05.02.22.46,0.10052710828316831,89.95,1,0.6026175633420039
0.0717607733512007,0.0884618997921916,0.0053155175885069,0.4281024038428789,817.0,271.7917007580411,416.87541232027456,2004.03.05.02.32.46,0.0993984952052061,90.06,1,0.5199998445733925
0.0720184105537383,0.0889779884121629,0.0053575329062587,0.500542536796875,1009.0,322.757817198682,496.3473027166049,2004.03.05.02.42.46,0.11065023599002827,88.93,1,0.4875886557747782
0.0723360584558064,0.0887741271671925,0.0053969886130362,0.4801860341657711,1009.0,331.80531660009365,513.0354463479832,2004.03.05.02.52.46,0.11093817775305174,88.91,1,0.4867037460370369
0.071981659730041,0.0884350872020687,0.0053364275428402,0.511504864374506,1009.0,337.4491605163916,514.0904788735814,2004.03.05.03.02.46,0.11260844718635239,88.74,1,0.4879839864219136
0.0723138074714536,0.0891659382880102,0.0053997330035769,0.5038136510158644,1009.0,366.6800820040729,554.2335538878613,2004.03.05.03.12.46,0.11599862810686333,88.4,1,0.5054628607936624
0.0726654135463139,0.0902258678349091,0.0054587140733975,0.5252434678279428,1009.0,349.629086014016,529.7821609272197,2004.03.05.03.22.46,0.1155110253366636,88.45,1,0.5091174032975082
0.0722720519844959,0.0889410446522196,0.0053930239947921,0.4513138425372421,1009.0,344.6506781127964,531.9005464692174,2004.03.05.03.32.46,0.11099829595575211,88.9,1,0.48264427029347345
0.0725078077791744,0.0891276491432197,0.0054243483736097,0.4234514253078816,816.75,250.5024893531341,359.16760453708787,2004.03.05.03.42.46,0.09447370748544345,90.55,1,0.5524346510760456
0.0726248971151161,0.0886813907339076,0.0054289945872205,0.442925241097026,816.0,376.18085972417066,546.1972332334873,2004.03.05.03.52.46,0.11173187854156129,88.83,1,0.5191941889877985
0.0710255100183109,0.0877671424227911,0.0052134568602222,0.3717210063400706,1010.0,267.8109912022302,405.5288251887503,2004.03.05.04.02.46,0.09485185575140584,90.51,1,0.47585750162145174
0.0735809264522442,0.0896249128311988,0.0055833028192514,0.5527681958291787,816.75,367.1042883492959,557.6572982460816,2004.03.05.04.12.46,0.11946628569469961,88.05,1,0.556302792945456
0.0713026694256027,0.0865576459604739,0.0052328242366272,0.3928556316058207,816.75,267.48206662161283,397.476656409483,2004.03.05.04.22.46,0.0949715718628838,90.5,1,0.49073712063807023
0.0725355444975867,0.0884229286251062,0.005428706967436,0.4161205581613036,1010.0,296.42577091272426,455.104870538893,2004.03.05.04.32.46,0.10219133506802455,89.78,1,0.4902464628763979
0.0711232389362428,0.0874345410842269,0.0052207601317816,0.4010957599424379,816.25,247.75161943117715,381.68200259570654,2004.03.05.04.42.46,0.09433568599042826,90.57,1,0.5158937378534602
0.0723682976391901,0.0882483129929051,0.0054001822914421,0.5189307401790246,816.0,286.97667301561336,395.1905036179382,2004.03.05.04.52.46,0.10269166719658374,89.73,1,0.5475790734736714
0.0722442043421204,0.0890412995600566,0.0053887965624988,0.5416056720854231,1009.0,321.1463132223375,494.6953128286421,2004.03.05.05.02.46,0.11289291278828853,88.71,1,0.5079795542404641
0.0720593041832903,0.088372928060931,0.005361734366759,0.521517554116246,1009.0,349.086012085566,530.0083052185935,2004.03.05.05.12.46,0.11457558860671074,88.54,1,0.4961881050461122
0.0724530515961264,0.0892257932859103,0.005421004299876,0.4681774638953075,1010.0,342.8200571487745,521.4746196352027,2004.03.05.05.22.46,0.11117599982369425,88.88,1,0.49068133057073593
0.0725419458399115,0.0891546130019711,0.005434846220743,0.517209335325043,1009.0,271.8061951589603,426.17945555561886,2004.03.05.05.32.46,0.10564150113956473,89.44,1,0.5326770888370281
0.0710049376950222,0.087820292692485,0.0052041129709887,0.3369903177632261,1010.0,332.4957640761261,501.6619707650626,2004.03.05.05.42.46,0.10126869567005384,89.87,1,0.4350688534881278
0.0719077873359792,0.0874322586550045,0.0053284754564625,0.4905991730584523,816.0,265.14373494036664,386.4572436423247,2004.03.05.05.52.46,0.09996065573481497,90.0,1,0.5353593895908073
0.0713552987678093,0.0868188394801029,0.0052484596680772,0.4322732769752878,816.5,233.32214070947904,347.1820092931597,2004.03.05.06.02.46,0.09292690556162135,90.71,1,0.5522566969663267
0.0717035749392496,0.0880311135515449,0.0052942019744026,0.3868950300124488,1010.0,339.9712381804766,522.638736937471,2004.03.05.06.12.46,0.1061116190104127,89.39,1,0.44882412729765286
0.0724694524301504,0.0890125838738019,0.0054142531461173,0.4891002481613369,1010.0,290.54332309570304,447.07411054853526,2004.03.05.06.22.46,0.10579693625684841,89.42,1,0.5098698188471967
0.0721310375479899,0.0876438633182252,0.0053585885241901,0.5502326161540543,1010.0,334.11668151308606,506.785887204331,2004.03.05.06.32.46,0.11393111595842004,88.61,1,0.5008107554034911
0.0717612258028994,0.0879424139085487,0.0053150710646718,0.3479268753547403,1010.0,296.1767092522545,453.2871646719009,2004.03.05.06.42.46,0.0978620173782972,90.21,1,0.46207730834292593
0.0718744354638995,0.0875111047640883,0.0053213231074869,0.4592371049940055,816.75,246.8213873376096,356.803318095202,2004.03.05.06.52.46,0.0956184649060636,90.44,1,0.5529903473585466
0.0716268238231182,0.0882203595318988,0.0052873004570853,0.4810858829158667,1010.0,364.405170238648,562.0790401073671,2004.03.05.07.02.46,0.11493164163617006,88.51,1,0.4834450186885454
0.0726442662457596,0.088332273971635,0.0054364646272987,0.5283520931348454,1009.0,246.72575208484224,371.6852032915442,2004.03.05.07.12.46,0.10125318646508617,89.87,1,0.550718568698619
0.0705289652149787,0.0862016041192643,0.0051245481960052,0.3191804438095972,1009.0,242.1186612653312,368.8414163806344,2004.03.05.07.22.46,0.08804364283477792,91.2,1,0.47280418978140054
0.0712632381960637,0.0880246802660339,0.0052399685666674,0.4435157686551778,816.75,250.00990525957133,357.58329082700953,2004.03.05.07.32.46,0.0948573897068477,90.51,1,0.5385242777473535
0.0720834627471038,0.0883332507247058,0.0053595421818757,0.3434902086257961,1009.75,245.92479982224896,371.0806524223595,2004.03.05.07.42.46,0.09063681398045587,90.94,1,0.5094746376880106
0.0704597833378251,0.0870366464888856,0.0051271852445423,0.3736079735333416,1010.0,296.0974618679312,451.562522266455,2004.03.05.07.52.46,0.09861189073159976,90.14,1,0.4457877541402765
0.0714128714009324,0.0880794355277701,0.0052604004796653,0.2964100355160856,816.0,383.7022083113884,564.6531931183449,2004.03.05.08.02.46,0.10462314946661241,89.54,1,0.4761074283294174
0.070382359032934,0.0872424065463579,0.005119228487907,0.344955706876875,1009.5,231.43162026800968,352.2809967640393,2004.03.05.08.12.46,0.08839662603496218,91.16,1,0.5090780007454979
0.0702645858801702,0.0867171415954445,0.005098290421735,0.2773502655763949,816.0,312.74773566214054,484.5211572280018,2004.03.05.08.22.46,0.09589242370727324,90.41,1,0.4381809713311138
0.0697126299498954,0.0865386127352445,0.0050241753693491,0.3304729667408378,1009.0,355.0830851678056,544.5644726861706,2004.03.05.08.32.46,0.10397162840016454,89.6,1,0.4008434128854726
0.0714794912590559,0.0888738448742619,0.0052808536400878,0.3782065280713155,1009.0,281.8532739151082,429.4292272374666,2004.03.05.08.42.46,0.0977588361808508,90.22,1,0.4786106946847487
0.071358423042117,0.0876077224741596,0.0052500429482543,0.3052808416237348,1009.0,253.6022014998288,393.7441003046073,2004.03.05.08.52.46,0.09006187279699343,90.99,1,0.47430474045491056
0.069839260637744,0.0869468935884859,0.0050436357967054,0.2867895555212599,1009.0,361.56364692968367,544.9295439721698,2004.03.05.09.02.46,0.10169304331131346,89.83,1,0.40182835274619616
0.0698501268294152,0.0869039095895755,0.0050418879250359,0.3071987499896875,1009.0,366.8626150925486,562.4842940783136,2004.03.05.09.12.46,0.10436103331948664,89.56,1,0.4050446005395567
0.0708694047504439,0.0887480160429657,0.0051992223892605,0.3401859580839196,1009.0,295.8997248880804,453.5513201488479,2004.03.05.09.22.46,0.09755784030748017,90.24,1,0.45932781305580805
0.0692711893127411,0.085977699120724,0.0049527774572938,0.256677707547413,1009.0,305.3837099749458,470.7608550431495,2004.03.05.09.32.46,0.09308272872000942,90.69,1,0.3998753321004469
0.0696568650744285,0.0868422954403195,0.0050178533058798,0.2495039084352354,816.75,272.85734730942505,413.1844584104159,2004.03.05.09.42.46,0.0880335786976937,91.2,1,0.4398110308033049
0.0699600121398407,0.0873589759202116,0.0050535195888859,0.3336397257853989,1010.0,326.44758532956405,498.64446098569937,2004.03.05.09.52.46,0.10046057272675207,89.95,1,0.4131008603637888
